id,quality,description,total_attr_value,total_sum,monster_id,mintmark_class
41963,5,时空印记,0 30 45 30 30 80,215,,42
41964,5,混沌印记,50 25 0 25 30 85,215,,42
41965,5,古伽雷特专属全能刻印,32 24 0 24 24 72,176,4174,
41966,5,希尔克德专属全能刻印,32 25 0 25 22 78,182,4175,
41967,5,魔剪·塞泽丝专属全能刻印-愈灵护符,35 35 0 35 25 90,220,4109,
41968,5,魔剪·塞泽丝专属全能刻印-虹光箭羽,45 30 0 30 35 80,220,4109,
41969,5,科罗丽娜专属全能刻印α,50 25 0 25 35 85,220,4114,
41970,5,波兹克专属全能刻印,0 22 32 22 26 72,174,4176,
41971,5,波兹克专属全能刻印S,0 22 32 22 26 72,174,4176,
41972,5,疾光迅雷兽专属全能刻印,0 24 35 24 24 75,182,4177,
41973,5,暮月之弦专属全能刻印,0 24 35 24 25 75,183,4178,
41974,5,圣菲专属全能刻印,35 24 0 24 24 75,182,4179,
41975,5,娅专属全能刻印,0 24 35 24 24 75,182,4180,
41976,5,堕魂·格特鲁德专属全能刻印,0 24 32 24 24 72,176,4182,
41977,5,贝狄薇尔专属全能刻印,35 25 0 25 25 80,190,4184,
41978,5,贝狄薇尔专属全能刻印α,50 30 0 30 40 90,240,4184,
41979,5,镇世·乔特鲁德专属全能刻印,0 25 38 25 25 80,193,4186,
41980,5,迪斯伯德专属全能刻印,0 24 35 24 24 75,182,4187,
41981,5,神牛·牛气冲天,45 25 0 25 38 85,218,,57
41982,5,神牛·牛运亨通,0 25 45 25 38 85,218,,57
41983,4,神牛·合家欢,0 30 0 30 35 80,175,,57
41984,4,神牛·好运到,30 0 30 0 35 80,175,,57
41985,4,神牛·步步高,25 35 0 35 0 80,175,,57
41986,4,神牛·事事顺,0 35 25 35 0 80,175,,57
41987,3,神牛·祥瑞,0 40 0 40 0 80,160,,57
41988,3,神牛·洪福,40 0 40 0 0 80,160,,57
41989,3,神牛·如意,60 40 0 0 30 0,130,,57
41990,3,神牛·富贵,0 0 60 40 30 0,130,,57
41991,5,阿哞专属全能刻印,30 20 0 20 20 70,160,4183,
41992,5,凌雪·樱专属全能刻印,36 25 0 25 25 78,189,4189,
41993,5,萨克斯特专属全能刻印,32 24 0 24 24 75,179,4190,
41994,5,团·圆专属全能刻印,0 20 30 20 20 70,160,4191,
41995,5,安道尔专属全能刻印,0 22 32 22 24 72,172,4192,
41996,5,安道尔专属全能刻印S,0 22 32 22 24 72,172,4192,
41997,5,可岚专属全能刻印,35 25 0 25 25 75,185,4193,
41998,5,露姆莉亚专属全能刻印,35 25 0 25 25 80,190,4194,
41999,5,学神专属全能刻印,0 22 30 22 22 70,166,4195,
42000,5,金轮赤乌专属全能刻印,35 24 0 24 24 75,182,4196,
42001,5,巨藤武士专属全能刻印,0 25 30 25 20 85,185,4197,
42002,5,魔花仙灵专属全能刻印,0 25 30 25 20 75,175,4198,
42003,5,K·锁魂专属全能刻印,30 22 0 22 22 70,166,4199,
42004,5,阿莱克托专属全能刻印,35 25 0 25 25 78,188,4200,
42005,5,米诺迪斯专属全能刻印,32 24 0 24 24 72,176,4201,
42006,5,纳西斯专属全能刻印,0 24 32 24 24 72,176,4202,
42007,5,卞玉儿专属全能刻印,0 24 32 24 24 72,176,4203,
42008,5,玛格尼亚专属全能刻印,35 24 0 24 24 75,182,4206,
42009,5,锢灵·舞专属全能刻印,0 25 36 25 25 78,189,4208,
42010,5,莉姿专属全能刻印,35 24 0 24 24 75,182,4209,
42011,5,莫伊莱专属全能刻印,0 24 32 24 24 72,176,4210,
42012,5,尤斯德专属全能刻印,32 22 0 22 24 72,172,4211,
42013,5,尤斯德专属全能刻印S,32 22 0 22 24 72,172,4211,
42014,5,浮云之华,75 20 0 20 35 50,200,,58
42015,5,浮云之梦,20 60 0 60 20 60,220,,58
42016,5,浮云之光,0 20 75 20 35 50,200,,58
42017,5,浮云之灵,0 60 20 60 20 60,220,,58
42018,5,风沁专属全能刻印,0 24 35 24 24 75,182,4212,
42019,5,珀拉修斯专属全能刻印,35 24 0 24 24 75,182,4214,
42020,5,撼地之力·坎贝尔专属全能刻印,38 25 0 25 25 78,191,4215,
42021,5,拉克希斯专属全能刻印,35 25 0 25 25 75,185,4216,
42022,5,沙丘之狭专属全能刻印,32 25 0 25 24 78,184,4218,
42023,5,红莲之誓·安卡专属全能刻印,0 25 38 25 25 80,193,4219,
42024,5,突尼斯专属全能刻印,32 22 0 22 24 72,172,4220,
42025,5,突尼斯专属全能刻印S,32 22 0 22 24 72,172,4220,
42026,5,元瑶专属全能刻印,0 25 35 25 25 75,185,4221,
42027,5,核爆·机械塔克林专属全能刻印,30 30 0 30 20 85,195,4222,
42028,5,堕落炮魂专属全能刻印,0 24 32 24 25 72,177,4223,
42029,5,墨秋专属全能刻印,0 24 32 24 25 72,177,4224,
42030,5,霍瑞洛吉专属全能刻印,0 24 32 24 25 72,177,4225,
42031,5,桑谷专属全能刻印,35 22 0 22 24 75,178,4227,
42032,5,班克斯专属全能刻印,32 22 0 22 24 72,172,4229,
42033,5,班克斯专属全能刻印S,32 22 0 22 24 72,172,4229,
42034,5,绯玉专属全能刻印,35 24 0 24 24 75,182,4230,
42035,5,克洛托专属全能刻印,0 24 36 24 25 78,187,4231,
42036,5,寒吟•龙裳专属全能刻印,0 24 35 24 24 75,182,4233,
42037,5,茉茉子专属全能刻印,0 25 32 25 20 78,180,4234,
42038,5,乾古通兽专属全能刻印,35 24 0 24 24 75,182,4237,
42039,5,鬼面阎罗专属全能刻印,38 25 0 25 25 80,193,4238,
42040,5,鬼面阎罗专属全能刻印-神罗之诏,50 30 0 30 38 85,233,4238,
42041,5,浩渺之源·努恩专属全能刻印,0 25 35 25 20 85,190,4239,
42042,5,溯洄·拉伯克专属全能刻印,0 24 32 24 24 72,176,4240,
42043,5,环·零专属全能刻印,0 24 35 24 25 78,186,4241,
42044,5,凯凯西弗斯专属全能刻印,0 24 35 24 24 75,182,4242,
42045,5,米拉克专属全能刻印,32 24 0 24 24 75,179,4243,
42046,5,穷奇之邪,51 28 0 28 41 87,235,,43
42047,5,穷奇之魅,0 28 51 28 41 87,235,,43
42048,5,梼杌之狂,65 27 0 27 31 86,236,,43
42049,5,梼杌之傲,0 27 65 27 31 86,236,,43
42050,5,饕餮之吞,41 32 0 32 24 121,250,,43
42051,5,饕餮之噬,0 32 41 32 24 121,250,,43
42052,5,混沌之隐,26 48 0 48 28 91,241,,43
42053,5,混沌之匿,0 48 26 48 28 91,241,,43
42054,5,蝠影专属全能刻印,32 25 0 25 24 72,178,4245,
42055,5,墨纪拉专属全能刻印,0 26 32 26 25 78,187,4246,
42056,5,森娅专属全能刻印,0 24 32 24 25 75,180,4247,
42057,5,辛迪拉专属全能刻印,30 23 0 23 24 72,172,4248,
42058,5,辛迪拉专属全能刻印S,30 23 0 23 24 72,172,4248,
42059,5,时钟试炼官·默专属全能刻印,0 24 32 24 25 72,177,4249,
42060,5,时钟试炼官·耀专属全能刻印,0 24 32 24 25 72,177,4250,
42061,5,时钟试炼官·宙专属全能刻印,0 24 32 24 25 72,177,4251,
42062,5,塔洛洛专属全能刻印,30 23 0 23 24 70,170,4252,
42063,5,帕庀特专属全能刻印,0 24 30 24 24 64,166,4253,
42064,5,斯达伏尔专属全能刻印,32 23 0 23 24 72,174,4254,
42065,5,幕专属全能刻印,0 24 32 24 25 72,177,4257,
42066,5,环·源专属全能刻印-虹音之翼,0 28 40 28 38 80,214,4258,
42067,5,环·源专属全能刻印-折光之章,0 40 25 40 25 85,215,4258,
42068,5,环·源专属全能刻印-灼狱之鳞,0 28 60 28 25 80,221,4258,
42069,5,环·源专属全能刻印-天垒之芒,0 28 36 28 25 100,217,4258,
42070,5,吉威特专属全能刻印,30 23 0 23 24 72,172,4259,
42071,5,吉威特专属全能刻印S,30 23 0 23 24 72,172,4259,
42072,5,媿灵专属全能刻印,0 24 32 24 25 75,180,4260,
42073,5,泠月专属全能刻印,32 23 0 23 24 72,174,4261,
42074,5,龙伽专属全能刻印,0 24 35 24 24 75,182,4262,
42075,5,绯婉专属全能刻印,30 23 0 23 24 70,170,4263,
42076,5,库莱姆斯专属全能刻印,0 25 38 25 25 80,193,4264,
42077,5,阿索德专属全能刻印,0 24 32 24 24 72,176,4265,
42078,5,厄难·刑天专属全能刻印,32 24 0 24 25 75,180,4266,
42079,5,古索迪尔专属全能刻印,32 24 0 24 24 72,176,4268,
42080,5,提西弗涅专属全能刻印,0 26 32 26 25 78,187,4270,
42081,5,皮特尔专属全能刻印,30 23 0 23 24 72,172,4271,
42082,5,皮特尔专属全能刻印S,30 23 0 23 24 72,172,4271,
42083,5,卜云专属全能刻印,0 24 32 24 25 72,177,4272,
42084,5,沁心专属全能刻印,0 24 32 24 25 75,180,4273,
42085,5,泽尔塔专属全能刻印,0 24 32 24 25 72,177,4274,
42086,5,命运之轮·莫伊莱专属全能刻印,0 25 35 25 25 85,195,4275,
42087,5,泰普斯专属全能刻印,35 23 0 23 25 72,178,4276,
42088,5,月灵·陌羽专属全能刻印,32 24 0 24 25 75,180,4277,
42089,5,阿特洛波斯专属全能刻印,32 26 0 26 25 78,187,4278,
42090,5,塞勒涅专属全能刻印,0 26 32 26 25 72,181,4279,
42091,5,阿森纳专属全能刻印,0 23 30 23 24 72,172,4283,
42092,5,阿森纳专属全能刻印S,0 23 30 23 24 72,172,4283,
42093,5,帕姵特专属全能刻印,32 24 0 24 25 75,180,4284,
42094,5,未明专属全能刻印,34 24 0 24 25 74,181,4285,
42095,5,古渊灵鱼专属全能刻印,30 23 0 23 24 72,172,4286,
42096,5,混灵·莱茵哈特专属全能刻印,32 30 0 30 20 85,197,4287,
42097,5,龙仪·机械塔克林专属全能刻印,30 30 0 30 25 85,200,4288,
42098,5,天命图腾,30 40 0 40 15 100,225,4288,
42099,5,源生龙心,50 25 0 25 20 100,220,4222,
42100,5,异维·拉伯克专属全能刻印,0 24 32 24 25 78,183,4289,
42101,5,飓风·坠雷之崖,46 24 0 24 36 90,220,,59
42102,5,飓风·毁灭之海,0 24 46 24 36 90,220,,59
42103,5,飓风·风语之森,52 28 0 28 28 84,220,,59
42104,5,飓风·冰雪之峰,0 28 52 28 28 84,220,,59
42105,5,飓风·痛苦之沼,38 25 0 25 30 102,220,,59
42106,5,飓风·枫峡之忆,0 25 38 25 30 102,220,,59
42107,5,飓风·余罪之罚,30 38 0 38 22 92,220,,59
42108,5,飓风·恶堕之响,0 38 30 38 22 92,220,,59
42109,5,灵魂收割者·黛专属全能刻印,32 23 0 23 24 72,174,4290,
42110,5,琉彩专属全能刻印,0 24 32 24 25 72,177,4291,
42111,5,伊莱恩特专属全能刻印,28 23 0 23 24 72,170,4293,
42112,5,霍莱专属全能刻印,0 24 32 24 25 72,177,4294,
42113,5,吕蒙专属全能刻印,32 23 0 23 24 72,174,4295,
42114,5,沃卡奥拉专属全能刻印,32 23 0 23 24 72,174,4296,
42115,5,雅库布雷专属全能刻印,32 24 0 24 24 72,176,4297,
42116,5,卡罗加专属全能刻印,0 24 30 24 24 70,172,4298,
42117,5,卡罗加专属全能刻印S,0 24 30 24 24 70,172,4298,
42118,5,塔威尔专属全能刻印,32 23 0 23 25 74,177,4299,
42119,5,宛白专属全能刻印,34 24 0 24 25 72,179,4300,
42120,5,风魔之骸专属全能刻印,30 24 0 24 24 74,176,4301,
42121,5,艾斯普鲁专属全能刻印,0 24 32 24 25 70,175,4302,
42122,5,麻普啾啾专属全能刻印,30 23 0 23 24 70,170,4303,
42123,5,桑特洛希专属全能刻印,0 23 32 23 24 70,172,4304,
42124,5,时钟诛机专属全能刻印,0 27 32 27 25 80,191,4305,
42125,5,异空战骑专属全能刻印,28 23 0 23 24 70,168,4306,
42126,5,艾弗纳专属全能刻印,0 25 30 25 22 70,172,4307,
42127,5,艾弗纳专属全能刻印S,0 25 30 25 22 70,172,4307,
42128,5,清逸专属全能刻印,0 24 32 24 25 72,177,4309,
42129,5,特罗斯专属全能刻印,32 23 0 23 24 72,174,4310,
42130,5,图托尔斯专属全能刻印,30 25 0 25 24 72,176,4311,
42131,5,玛提斯特专属全能刻印,30 24 0 24 26 70,174,4312,
42132,5,灼日之蚀专属全能刻印,32 24 0 24 25 72,177,4313,
42133,5,沙狱使者专属全能刻印,32 23 0 23 24 72,174,4316,
42134,5,凯弗专属全能刻印,32 23 0 23 24 72,174,4317,
42135,5,长夜之轮,0 40 25 40 40 90,235,,64
42136,5,布蕾里克专属全能刻印,0 24 32 24 25 72,177,4318,
42137,5,露露专属全能刻印,32 25 0 25 24 72,178,4319,
42138,5,至序圣华专属全能刻印,0 35 40 35 38 85,233,4321,
42139,5,西莉斯特专属全能刻印,0 24 30 24 24 70,172,4322,
42140,5,西莉斯特专属全能刻印S,0 24 30 24 24 70,172,4322,
42141,5,绿棘巨魔专属全能刻印,30 25 0 25 23 72,175,4323,
42142,5,卡托娜专属全能刻印,32 23 0 23 25 72,175,4324,
42143,5,坎普瑞亚专属全能刻印,32 23 0 23 24 72,174,4325,
42144,5,辛辛子专属全能刻印,0 22 34 22 24 64,166,4326,
42145,5,极战·阿尔斯兰专属全能刻印,42 24 0 24 28 80,198,4327,
42146,5,娜奥米亚专属全能刻印,30 23 0 23 25 70,171,4328,
42147,5,娜奥米亚专属全能刻印S,30 23 0 23 25 70,171,4328,
42148,5,倪克斯专属全能刻印,0 25 38 25 25 80,193,4329,
42149,5,倪克斯专属全能刻印α,0 30 55 30 40 90,245,4329,
42150,5,审判之魂专属全能刻印,0 24 32 24 25 72,177,4330,
42151,5,玄玑专属全能刻印,32 25 0 25 24 72,178,4331,
42152,5,鲍尔斯专属全能刻印,0 24 32 24 25 72,177,4332,
42153,5,焰火·万木苍翠,30 38 0 38 24 90,220,,60
42154,5,焰火·湛蓝星河,40 30 0 30 35 85,220,,60
42155,5,焰火·炎舞九天,50 25 0 25 30 90,220,,60
42156,5,焰火·福虎祥瑞,40 30 0 30 25 105,230,,60
42157,5,焰火·无垠青空,0 38 30 38 24 90,220,,60
42158,5,焰火·金玉锦绣,0 30 40 30 35 85,220,,60
42159,5,焰火·紫气东来,0 25 50 25 30 90,220,,60
42160,5,焰火·华光流彩,0 30 40 30 25 105,230,,60
42161,5,哀·拉伯克专属全能刻印,0 24 32 24 25 82,187,4333,
42162,5,桐心结,0 40 15 40 15 110,220,4015,
42163,5,学神的智识,0 35 15 35 40 95,220,4195,
42164,5,满分契约,0 20 60 20 40 80,220,3822,
42165,5,库特朗专属全能刻印,0 24 32 24 25 72,177,4334,
42166,5,卡斯珀专属全能刻印,32 25 0 25 24 72,178,4337,
42167,5,曲率核心,0 25 60 25 30 90,230,,61
42168,5,星礼专属全能刻印,0 30 30 30 20 80,190,4338,
42169,5,麦格姆专属全能刻印,30 25 0 25 24 72,176,4339,
42170,5,凝绝专属全能刻印,0 24 32 24 25 72,177,4340,
42171,5,伊塔吉雅专属全能刻印,32 24 0 24 24 68,172,4342,
42172,5,伊塔吉雅专属全能刻印S,32 24 0 24 24 68,172,4342,
42173,5,凛锋剑心专属全能刻印,38 25 0 25 25 78,191,4343,
42174,5,凛锋冢,38 34 0 34 40 94,240,,61
42175,5,潘克多斯专属全能刻印,32 24 0 24 25 75,180,4344,
42176,5,圣心女皇·卡托娜专属全能刻印,32 26 0 26 22 72,178,4345,
42177,5,裁罪魔剪·塞泽丝专属全能刻印,32 24 0 24 25 75,180,4347,
42178,5,沃罗科专属全能刻印,0 23 30 23 24 70,170,4349,
42179,5,愈灵护符,35 35 0 35 25 90,220,4347,
42180,5,虹光箭羽,45 30 0 30 35 80,220,4347,
42181,5,哈洛兰特专属全能刻印,0 24 32 24 25 72,177,4350,
42182,5,艾瑞丽尔专属全能刻印,0 24 30 24 25 68,171,4352,
42183,5,艾瑞丽尔专属全能刻印S,0 24 30 24 25 68,171,4352,
42184,5,花寅专属全能刻印,26 23 0 23 25 72,169,4353,
42185,5,狂沙之主·萨特专属全能刻印,0 26 34 26 25 82,193,4354,
42186,5,终末大天使专属全能刻印,0 35 30 35 20 80,200,4355,
42187,5,彼方之扉,0 40 45 40 20 95,240,,61
42188,5,清·堇月归思,45 25 0 25 35 85,215,,30
42189,5,清·悠魂梦杳,0 25 45 25 35 85,215,,30
42190,5,清·百川同泣,0 30 35 30 20 105,220,,30
42191,5,斯科尔专属全能刻印,30 25 0 25 24 72,176,4356,
42192,5,杰特洛专属全能刻印,0 24 32 24 25 72,177,4358,
42193,5,隙之门·基卢专属全能刻印,0 24 32 24 25 72,177,4359,
42194,5,贝利嘉德专属全能刻印,0 23 32 23 24 68,170,4360,
42195,5,贝利嘉德专属全能刻印S,0 23 32 23 24 68,170,4360,
42196,5,洛基专属全能刻印,0 24 38 24 30 80,196,4361,
42197,5,松茑专属全能刻印,26 23 0 23 25 72,169,4362,
42198,5,尤莉米特专属全能刻印,0 28 32 28 25 80,193,4364,
42199,5,环·格专属全能刻印,32 23 0 23 24 72,174,4365,
42200,5,库乐芭专属全能刻印,30 23 0 23 24 74,174,4366,
42201,5,本原·泰勒斯专属全能刻印,32 24 0 24 24 72,176,4367,
42202,5,玛斯克专属全能刻印,32 23 0 23 24 72,174,4368,
42203,5,僧行专属全能刻印,0 24 32 24 25 72,177,4370,
42204,5,德拉莫斯专属全能刻印,36 23 0 23 25 70,177,4371,
42205,5,幻魅灵狐·苏璃专属全能刻印,0 24 32 24 26 72,178,4372,
42206,5,龙焉专属全能刻印,26 23 0 23 25 72,169,4373,
42207,5,普拉薇安专属全能刻印,32 23 0 23 24 68,170,4374,
42208,5,普拉薇安专属全能刻印S,32 23 0 23 24 68,170,4374,
42209,5,魅狐灵符,0 29 56 29 40 86,240,,61
42210,5,四九灵光,29 34 0 34 19 119,235,,49
42211,5,四九幻灵,0 29 37 29 41 89,225,,49
42212,5,蒂朵专属全能刻印,0 30 55 30 30 85,230,4377,
42213,5,青啼专属全能刻印,40 30 0 30 38 82,220,4378,
42214,5,星璨·梦响,60 30 0 30 40 100,260,,66
42215,5,星璨·幻响,0 30 60 30 40 100,260,,66
42216,5,星璨·遐响,55 30 0 30 30 115,260,,66
42217,5,星璨·狂响,0 30 55 30 30 115,260,,66
42218,5,星璨·沉响,54 43 0 43 30 90,260,,66
42219,5,星璨·彻响,0 43 54 43 30 90,260,,66
42220,5,拥风之羽,46 29 0 29 41 95,240,,65
42221,5,黯辰之羽,56 29 0 29 41 85,240,,65
42222,5,繁馨之芳,0 30 45 30 20 115,240,,65
42223,5,无间之岳,30 45 0 45 20 100,240,,65
42224,5,悼亡之岳,50 25 0 25 25 115,240,,65
42225,5,冥妖之寂,0 30 55 30 25 100,240,,65
42226,5,源生之契,0 25 55 25 40 95,240,,65
42227,5,龙荒之息,50 40 0 40 20 90,240,,65
42228,5,寒渊之月,55 35 0 35 30 85,240,,65
42229,5,灼雷之迅,45 40 0 40 40 75,240,,65
42230,5,圣谕之风·岚专属全能刻印,32 24 0 24 25 75,180,4376,
42231,5,王左兵右专属全能刻印,32 23 0 23 25 72,175,4384,
42232,5,灵籁·欢夏,48 30 0 30 40 112,260,,66
42233,5,灵籁·觅夏,0 30 48 30 40 112,260,,66
42234,5,灵籁·逐夏,32 45 0 45 26 112,260,,66
42235,5,灵籁·伴夏,0 45 32 45 26 112,260,,66
42236,5,灵籁·爽夏,40 45 0 45 40 90,260,,66
42237,5,灵籁·沁夏,0 45 40 45 40 90,260,,66
42238,5,光灵巨像专属全能刻印,0 24 32 24 25 72,177,4385,
42239,5,缔笙专属全能刻印,0 30 50 30 40 85,235,4386,
42240,5,K13-01,52 30 0 30 43 100,255,,67
42241,5,K13-02,0 30 52 30 43 100,255,,67
42242,5,K13-03,70 31 0 31 36 87,255,,67
42243,5,K13-04,0 31 70 31 36 87,255,,67
42244,5,K13-05,42 33 0 33 27 130,265,,67
42245,5,K13-06,0 33 42 33 27 130,265,,67
42246,5,K13-07,25 54 0 54 27 95,255,,67
42247,5,K13-08,0 54 25 54 27 95,255,,67
42248,5,坦普瑞专属全能刻印,0 24 32 24 25 72,177,4387,
42249,5,阿琳专属全能刻印,30 24 0 24 24 72,174,4388,
42250,5,莎尓索斯专属全能刻印,0 24 28 24 25 68,169,4389,
42251,5,莎尓索斯专属全能刻印S,0 24 28 24 25 68,169,4389,
42252,5,虹音之翼,0 28 46 28 40 88,230,,61
42253,5,折光之章,0 40 40 40 20 90,230,,61
42254,5,灼狱之鳞,0 30 55 30 20 95,230,,61
42255,5,天垒之芒,0 30 38 30 20 112,230,,61
42256,5,玖莉娜专属全能刻印,0 24 32 24 25 72,177,4390,
42257,5,斯凯普专属全能刻印,0 24 32 24 25 72,177,4392,
42258,5,沐怜专属全能刻印,0 24 32 24 25 72,177,4397,
42259,5,帕尔妮兹专属全能刻印,0 23 30 23 24 66,166,4398,
42260,5,帕尔妮兹专属全能刻印S,0 23 30 23 24 66,166,4398,
42261,5,圣华之证,62 29 0 29 30 85,235,4400,
42262,5,冥炎·撒格利加专属全能刻印,30 21 0 21 21 70,163,4402,
42263,5,墨锋专属全能刻印,0 24 30 24 25 72,175,4410,
42264,5,沙娅专属全能刻印,32 24 0 24 25 72,177,4412,
42265,5,玛奇尤姆专属全能刻印,0 23 32 23 24 64,166,4413,
42266,5,玛奇尤姆专属全能刻印S,0 23 32 23 24 64,166,4413,
42267,5,月光·阿尔达拉专属全能刻印,0 24 32 24 25 72,177,4415,
42268,5,月影·阿德莱特专属全能刻印,25 30 0 30 22 72,179,4416,
42269,5,月光·灵羽风暴,30 35 0 35 20 90,210,,68
42270,5,月光·闪耀祝福,0 35 30 35 20 90,210,,68
42271,5,月影·幽冥疾行,50 25 0 25 30 80,210,,68
42272,5,月影·暗魂诅咒,0 25 50 25 30 80,210,,68
42273,5,特雷弗专属全能刻印,32 23 0 23 25 72,175,4418,
42274,5,幽冥狼魂专属全能刻印,30 24 0 24 24 72,174,4420,
42275,5,赤胆游龙·赵云专属全能刻印,35 29 0 29 32 75,200,4421,
42276,5,可灿专属全能刻印,0 22 32 22 24 70,170,4423,
42277,5,萨普戴伊专属全能刻印,35 20 0 20 24 64,163,4424,
42278,5,萨普戴伊专属全能刻印S,35 20 0 20 24 64,163,4424,
42279,5,珍宝·海妖之歌,28 38 0 38 25 90,219,,69
42280,5,珍宝·七彩蝶舞,0 38 28 38 25 90,219,,69
42281,5,珍宝·残破玉盘,56 28 0 28 32 75,219,,69
42282,5,珍宝·赤色之尾,0 28 56 28 32 75,219,,69
42283,5,珍宝·极夜独角,45 25 0 25 38 85,218,,69
42284,5,珍宝·幸运浣熊,0 25 45 25 38 85,218,,69
42285,5,珍宝·尘封战甲,35 30 0 30 25 108,228,,69
42286,5,珍宝·异维晶核,0 30 35 30 25 108,228,,69
42287,5,谧娜专属全能刻印,0 25 35 25 26 65,176,4433,
42288,5,库托里希专属全能刻印,32 21 0 21 22 66,162,4434,
42289,5,库托里希专属全能刻印S,32 21 0 21 22 66,162,4434,
42290,5,源生龙心,50 30 0 30 20 100,230,,61
42291,5,淘·盛典共欢,32 27 0 27 24 120,230,,70
42292,5,淘·盛典共享,52 26 0 26 40 86,230,,70
42293,5,淘·盛典共乐,25 45 0 45 20 95,230,,70
42294,5,淘·盛典共庆,0 27 32 27 24 120,230,,70
42295,5,淘·盛典共喜,0 26 52 26 40 86,230,,70
42296,5,淘·盛典共贺,0 45 25 45 20 95,230,,70
42297,5,露泽莫尔专属全能刻印,34 20 0 20 25 66,165,4446,
42298,5,露泽莫尔专属全能刻印S,34 20 0 20 25 66,165,4446,
42299,5,岭妃专属全能刻印,32 23 0 23 22 70,170,4447,
42300,4,泠·冰壁,30 40 0 40 0 75,185,,48
42301,4,泠·冰霜,0 40 30 40 0 75,185,,48
42302,4,泠·冰刀,45 35 0 35 0 70,185,,48
42303,4,泠·冰棱,0 35 45 35 0 70,185,,48
42304,4,泠·冰时,40 30 0 30 0 85,185,,48
42305,4,泠·冰意,0 30 40 30 0 85,185,,48
42306,5,逐界苍星专属全能刻印,0 30 40 30 40 95,235,4450,
42307,5,天兔·乐普斯专属全能刻印,0 22 30 22 24 68,166,4456,
42308,5,天兔·乐普斯专属全能刻印S,0 22 30 22 24 68,166,4456,
42309,5,业凛专属全能刻印,34 22 0 22 24 70,172,4458,
42310,5,圣战之巅α,46 28 0 28 40 88,230,,34
42311,5,圣战之绝α,0 28 46 28 40 88,230,,34
42312,5,圣战之锋α,60 28 0 28 32 82,230,,34
42313,5,圣战之舞α,0 28 60 28 32 82,230,,34
42314,5,圣战之渊α,41 30 0 30 26 113,240,,34
42315,5,圣战之鸿α,0 30 41 30 26 113,240,,34
42316,5,圣战之界α,32 40 0 40 28 90,230,,34
42317,5,圣战之阵α,0 40 32 40 28 90,230,,34
42318,5,圣战之究极α,55 30 55 30 40 0,210,,34
42319,5,圣战之无限α,50 25 50 25 0 113,263,,34
42320,5,梅之绝艳,43 30 0 30 26 126,255,,71
42321,5,梅之傲寒,0 30 43 30 26 126,255,,71
42322,5,兰之谦逊,28 48 0 48 27 92,243,,71
42323,5,兰之淡雅,0 48 28 48 27 92,243,,71
42324,5,菊之隐逸,48 31 0 31 42 88,240,,71
42325,5,菊之孤洁,0 31 48 31 42 88,240,,71
42326,5,竹之青翠,65 28 0 28 32 87,240,,71
42327,5,竹之虚怀,0 28 65 28 32 87,240,,71
42328,5,始皇帝·嬴政专属全能刻印,0 25 40 25 30 80,200,4468,
42329,5,始皇帝·嬴政专属全能刻印α,0 28 60 28 40 90,246,4468,
42330,5,异元之铭·判,32 30 0 30 25 113,230,,72
42331,5,异元之铭·阵,50 25 0 25 40 90,230,,72
42332,5,异元之铭·极,35 35 0 35 35 90,230,,72
42333,5,异元之铭·破,40 40 0 40 20 90,230,,72
42334,5,异元之铭·堕,60 30 0 30 25 85,230,,72
42335,5,天龙·杰克尔专属全能刻印,30 22 0 22 24 68,166,4473,
42336,5,天龙·杰克尔专属全能刻印S,30 22 0 22 24 68,166,4473,
42337,5,妤玫专属全能刻印,32 23 0 23 24 72,174,4474,
42338,5,小规专属全能刻印,28 22 0 22 22 66,160,4478,
42339,5,牧夫·布迪兹专属全能刻印,30 22 0 22 22 70,166,4480,
42340,5,牧夫·布迪兹专属全能刻印S,30 22 0 22 22 70,166,4480,
42341,5,冥霞专属全能刻印,32 23 0 23 35 61,174,4482,
42342,5,秘尔威缇专属全能刻印,30 23 0 23 24 70,170,4486,
42343,5,凯丝专属全能刻印,0 25 30 25 20 72,172,4490,
42344,5,仙后·卡筱佩娅专属全能刻印,0 21 30 21 24 70,166,4491,
42345,5,仙后·卡筱佩娅专属全能刻印S,0 21 30 21 24 70,166,4491,
42346,5,箫澈专属全能刻印,0 22 30 22 28 70,172,4496,
42347,5,长蛇·海德拉专属全能刻印,0 24 30 24 21 70,169,4497,
42348,5,长蛇·海德拉专属全能刻印S,0 24 30 24 21 70,169,4497,
42349,5,天后·弗丽嘉专属全能刻印,0 28 35 28 35 80,206,4498,
42350,5,巨爵·克雷特专属全能刻印,35 23 0 23 23 65,169,4508,
42351,5,巨爵·克雷特专属全能刻印s,35 23 0 23 23 65,169,4508,
42352,5,梅林专属全能刻印,0 24 30 24 22 72,172,4509,
42353,2,瓏·子影,95 0 0 0 41 0,136,,74
42354,2,瓏·丑斥,80 0 0 0 0 125,205,,74
42355,2,瓏·寅勇,95 0 0 0 0 110,205,,74
42356,2,瓏·卯脱,95 80 0 0 0 0,175,,74
42357,2,瓏·辰威,95 0 0 80 0 0,175,,74
42358,2,瓏·巳伏,0 0 0 0 41 110,151,,74
42359,2,瓏·午奔,0 0 95 0 41 0,136,,74
42360,2,瓏·未瑞,0 0 80 0 0 125,205,,74
42361,2,瓏·申惠,0 0 95 0 0 110,205,,74
42362,2,瓏·酉扬,0 80 95 0 0 0,175,,74
